Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2019-02-05,10.4115,10.4324,10.3853,10.3993
2019-02-06,10.3991,10.4594,10.3952,10.4579
2019-02-07,10.4578,10.505,10.4552,10.4992
2019-02-08,10.4992,10.5157,10.4872,10.5011
2019-02-11,10.5003,10.5128,10.4704,10.4934
2019-02-12,10.4936,10.4961,10.4457,10.4877
2019-02-13,10.4878,10.5089,10.4047,10.442
2019-02-14,10.4424,10.5248,10.4287,10.495
2019-02-15,10.4951,10.5214,10.4618,10.4734
2019-02-18,10.4785,10.4826,10.4552,10.4652
2019-02-19,10.4651,10.6225,10.4622,10.5591
2019-02-20,10.5591,10.5813,10.5393,10.5598
2019-02-21,10.5597,10.6315,10.5593,10.6169
2019-02-22,10.6164,10.6257,10.5812,10.5987
2019-02-25,10.5912,10.5926,10.5569,10.5778
2019-02-26,10.5776,10.5981,10.5686,10.5721
2019-02-27,10.572,10.577,10.527,10.5461
2019-02-28,10.5458,10.5541,10.4656,10.5079
2019-03-01,10.5082,10.5402,10.484,10.5373
2019-03-04,10.5249,10.5948,10.5246,10.5938
2019-03-05,10.5933,10.6312,10.5243,10.526
2019-03-06,10.5257,10.5546,10.4941,10.5154
2019-03-07,10.515,10.5986,10.5057,10.5875
2019-03-08,10.588,10.6481,10.5857,10.5861
2019-03-11,10.5963,10.5984,10.5451,10.5524
2019-03-12,10.5525,10.5899,10.5395,10.5721
2019-03-13,10.5721,10.5813,10.5138,10.5281
2019-03-14,10.5282,10.5553,10.5103,10.5164
2019-03-15,10.5166,10.5247,10.4505,10.4555
2019-03-18,10.4587,10.4888,10.4499,10.4635
2019-03-19,10.4635,10.4822,10.4319,10.4498
2019-03-20,10.4498,10.4618,10.4104,10.4294
2019-03-21,10.4293,10.4392,10.4083,10.4367
2019-03-22,10.4366,10.4974,10.4238,10.4772
2019-03-25,10.4833,10.4833,10.4282,10.4544
2019-03-26,10.4544,10.464,10.4096,10.414
2019-03-27,10.414,10.4465,10.4063,10.4382
2019-03-28,10.4382,10.5037,10.4245,10.432
2019-03-29,10.4322,10.4366,10.3922,10.4268
2019-04-01,10.4237,10.4302,10.3779,10.4074
2019-04-02,10.4072,10.455,10.404,10.4504
2019-04-03,10.4499,10.452,10.4091,10.4116
2019-04-04,10.4118,10.4282,10.3949,10.4175
2019-04-05,10.4175,10.4323,10.4037,10.4304
2019-04-08,10.4265,10.446,10.4105,10.4331
2019-04-09,10.4331,10.4365,10.4113,10.4276
2019-04-10,10.4279,10.4491,10.4058,10.4437
2019-04-11,10.4438,10.4607,10.4168,10.4564
2019-04-12,10.4565,10.4947,10.4522,10.4711
2019-04-15,10.4753,10.4796,10.4569,10.4766
2019-04-16,10.4761,10.4827,10.4331,10.4439
2019-04-17,10.4437,10.4591,10.4321,10.4451
2019-04-18,10.4448,10.504,10.4404,10.4581
2019-04-22,10.4609,10.4886,10.4507,10.4682
2019-04-23,10.4681,10.5195,10.4681,10.4983
2019-04-24,10.4983,10.5509,10.4894,10.524
2019-04-25,10.524,10.6656,10.501,10.6181
2019-04-26,10.6182,10.6252,10.5667,10.6073
2019-04-29,10.6015,10.643,10.601,10.6412
2019-04-30,10.6412,10.6581,10.6226,10.6487
2019-05-01,10.6485,10.6948,10.645,10.6887
2019-05-02,10.6881,10.7066,10.6661,10.7029
2019-05-03,10.703,10.7146,10.6752,10.6931
2019-05-06,10.7034,10.7404,10.7011,10.7221
2019-05-07,10.7225,10.744,10.6874,10.7398
2019-05-08,10.7397,10.7643,10.7157,10.7641
2019-05-09,10.764,10.84,10.756,10.8251
2019-05-10,10.8252,10.8447,10.7919,10.8003
2019-05-13,10.8064,10.8506,10.8055,10.8211
2019-05-14,10.8213,10.8262,10.7504,10.7687
2019-05-15,10.7688,10.784,10.7459,10.7532
2019-05-16,10.7536,10.7814,10.7384,10.7734
2019-05-17,10.7742,10.789,10.7496,10.769
2019-05-20,10.7615,10.8014,10.7374,10.7929
2019-05-21,10.7934,10.8016,10.7669,10.7743
2019-05-22,10.7743,10.7782,10.7373,10.7395
2019-05-23,10.7394,10.7612,10.7315,10.756
2019-05-24,10.7562,10.7597,10.6878,10.6891
2019-05-27,10.6908,10.7368,10.6828,10.724
2019-05-28,10.724,10.7256,10.6733,10.709
2019-05-29,10.7092,10.7241,10.6298,10.6353
2019-05-30,10.6354,10.6425,10.5994,10.6183
2019-05-31,10.6188,10.6638,10.5938,10.5981
2019-06-03,10.6006,10.6305,10.596,10.6184
2019-06-04,10.6188,10.639,10.5996,10.6151
2019-06-05,10.615,10.635,10.596,10.6061
2019-06-06,10.6064,10.6303,10.5903,10.6207
2019-06-07,10.6208,10.6635,10.6185,10.6525
2019-06-10,10.6529,10.6658,10.6337,10.6546
2019-06-11,10.6542,10.7113,10.6529,10.7024
2019-06-12,10.7026,10.7178,10.6759,10.6929
2019-06-13,10.6927,10.7105,10.6881,10.6963
2019-06-14,10.6963,10.7136,10.6261,10.6418
2019-06-17,10.6367,10.6618,10.6327,10.6368
2019-06-18,10.6369,10.6774,10.6149,10.6695
2019-06-19,10.6695,10.6974,10.6501,10.6527
2019-06-20,10.6527,10.656,10.6149,10.6279
2019-06-21,10.6274,10.6408,10.6123,10.6329
2019-06-24,10.635,10.6402,10.5718,10.5821
2019-06-25,10.5815,10.5916,10.5188,10.551
2019-06-26,10.551,10.5594,10.5219,10.5289
2019-06-27,10.5288,10.5566,10.5215,10.5467
2019-06-28,10.5464,10.5759,10.5398,10.5595
2019-07-01,10.5481,10.5703,10.5253,10.5621
2019-07-02,10.5619,10.5688,10.5287,10.5351
2019-07-03,10.535,10.5592,10.4886,10.5028
2019-07-04,10.5029,10.533,10.4995,10.5275
2019-07-05,10.5279,10.6075,10.5176,10.5937
2019-07-08,10.6013,10.6183,10.5831,10.6151
2019-07-09,10.6149,10.6392,10.6019,10.6177
2019-07-10,10.6179,10.6327,10.5888,10.6024
2019-07-11,10.6028,10.6031,10.5567,10.5587
2019-07-12,10.5589,10.5659,10.5397,10.5637
2019-07-15,10.5631,10.5705,10.528,10.5324
2019-07-16,10.5315,10.5475,10.5116,10.5269
2019-07-17,10.5268,10.5377,10.5069,10.5134
2019-07-18,10.5136,10.5286,10.4902,10.4958
2019-07-19,10.4958,10.5323,10.4907,10.5307
2019-07-22,10.5252,10.5603,10.5251,10.5531
2019-07-23,10.553,10.5788,10.5497,10.5707
2019-07-24,10.5708,10.5708,10.4969,10.5026
2019-07-25,10.5027,10.5552,10.4897,10.5329
2019-07-26,10.5327,10.5794,10.527,10.5785
2019-07-29,10.5751,10.6329,10.5524,10.5745
2019-07-30,10.5748,10.6776,10.5688,10.6751
2019-07-31,10.6758,10.7256,10.6549,10.6983
2019-08-01,10.6987,10.717,10.6625,10.7093
2019-08-02,10.7093,10.7297,10.6973,10.7032
2019-08-05,10.7125,10.7735,10.693,10.7626
2019-08-06,10.7624,10.7683,10.706,10.735
2019-08-07,10.7348,10.8379,10.7251,10.7871
2019-08-08,10.787,10.802,10.7154,10.7289
2019-08-09,10.7291,10.7482,10.665,10.6982
2019-08-12,10.6911,10.7455,10.685,10.723
2019-08-13,10.7226,10.7331,10.6566,10.6634
2019-08-14,10.6673,10.7462,10.6212,10.7311
2019-08-15,10.7313,10.7392,10.6991,10.7109
2019-08-16,10.7112,10.7456,10.7022,10.716
2019-08-19,10.7117,10.7475,10.7052,10.7314
2019-08-20,10.7314,10.7803,10.7232,10.7511
2019-08-21,10.7507,10.7562,10.6667,10.6719
2019-08-22,10.6717,10.7336,10.6531,10.7241
2019-08-23,10.7234,10.7342,10.6908,10.7167
2019-08-26,10.7401,10.7583,10.7093,10.7418
2019-08-27,10.7433,10.7561,10.6895,10.7242
2019-08-28,10.7238,10.7819,10.7213,10.7726
2019-08-29,10.7725,10.8153,10.7688,10.8127
2019-08-30,10.8126,10.8558,10.7828,10.7872
2019-09-02,10.797,10.8027,10.7464,10.7806
2019-09-03,10.7832,10.8234,10.7711,10.7763
2019-09-04,10.7762,10.7778,10.7314,10.7466
2019-09-05,10.7472,10.7545,10.6651,10.6914
2019-09-06,10.6912,10.6946,10.6113,10.6329
2019-09-09,10.6346,10.6801,10.6256,10.6708
2019-09-10,10.6707,10.7747,10.6655,10.6957
2019-09-11,10.6956,10.6997,10.64,10.6512
2019-09-12,10.6512,10.6798,10.614,10.6497
2019-09-13,10.6497,10.6791,10.6295,10.6445
2019-09-16,10.6513,10.6768,10.6213,10.6312
2019-09-17,10.6308,10.7161,10.6243,10.7086
2019-09-18,10.7088,10.7443,10.7042,10.7318
2019-09-19,10.7318,10.7559,10.6904,10.7003
2019-09-20,10.7003,10.7211,10.6889,10.7047
2019-09-23,10.7021,10.7312,10.6707,10.68
2019-09-24,10.6796,10.7119,10.6423,10.6545
2019-09-25,10.6546,10.6867,10.6412,10.6763
2019-09-26,10.6762,10.6921,10.6518,10.668
2019-09-27,10.668,10.7358,10.6526,10.7184
2019-09-30,10.7213,10.7355,10.6945,10.7288
2019-10-01,10.7287,10.8123,10.7211,10.8028
2019-10-02,10.8031,10.8409,10.7814,10.8194
2019-10-03,10.8197,10.8471,10.8045,10.8219
2019-10-04,10.8219,10.8244,10.7969,10.8025
2019-10-07,10.8099,10.8967,10.8037,10.8751
2019-10-08,10.8751,10.8996,10.8525,10.899
2019-10-09,10.8983,10.9343,10.8923,10.9247
2019-10-10,10.9251,10.9337,10.8303,10.8341
2019-10-11,10.8341,10.8567,10.809,10.8291
2019-10-14,10.8372,10.8676,10.8174,10.829
2019-10-15,10.8285,10.8427,10.7945,10.8224
2019-10-16,10.8225,10.8536,10.8049,10.8305
2019-10-17,10.8308,10.8831,10.7781,10.8012
2019-10-18,10.8004,10.803,10.7608,10.7692
2019-10-21,10.7815,10.7857,10.7159,10.7509
2019-10-22,10.7503,10.7598,10.7244,10.7351
2019-10-23,10.7349,10.7564,10.7192,10.7306
2019-10-24,10.7305,10.74,10.651,10.7135
2019-10-25,10.7136,10.7543,10.7136,10.7286
2019-10-28,10.7323,10.7763,10.7262,10.7761
2019-10-29,10.7761,10.8058,10.7734,10.7784
2019-10-30,10.7784,10.8226,10.7549,10.7585
2019-10-31,10.7585,10.7853,10.7322,10.7635
2019-11-01,10.7637,10.7724,10.6705,10.6734
2019-11-04,10.6785,10.7171,10.661,10.7032
2019-11-05,10.703,10.7128,10.6727,10.6918
2019-11-06,10.6913,10.707,10.6432,10.6485
2019-11-07,10.6485,10.6621,10.6106,10.6401
2019-11-08,10.6401,10.7113,10.635,10.6915
2019-11-11,10.6935,10.7221,10.6892,10.6982
2019-11-12,10.6983,10.7085,10.683,10.6996
2019-11-13,10.7001,10.7491,10.6755,10.712
2019-11-14,10.7119,10.7303,10.6711,10.6716
2019-11-15,10.6714,10.6715,10.6431,10.6495
2019-11-18,10.6507,10.6768,10.6414,10.6628
2019-11-19,10.662,10.6844,10.6466,10.6719
2019-11-20,10.672,10.7514,10.6511,10.6776
2019-11-21,10.6777,10.6934,10.6444,10.6522
2019-11-22,10.6521,10.6557,10.6054,10.6088
2019-11-25,10.6153,10.6269,10.5521,10.6131
2019-11-26,10.6129,10.6198,10.564,10.5684
2019-11-27,10.5682,10.5705,10.5302,10.5359
2019-11-28,10.536,10.5689,10.5177,10.5214
2019-11-29,10.5209,10.5581,10.4969,10.5485
2019-12-02,10.5503,10.5735,10.525,10.5689
2019-12-03,10.5696,10.5788,10.5214,10.5562
2019-12-04,10.5572,10.593,10.5345,10.5405
2019-12-05,10.5406,10.5566,10.5249,10.5452
2019-12-06,10.5452,10.5452,10.4864,10.4928
2019-12-09,10.5068,10.5551,10.5034,10.547
2019-12-10,10.5469,10.5714,10.5301,10.5335
2019-12-11,10.5335,10.5373,10.4493,10.4549
2019-12-12,10.4547,10.4681,10.4362,10.4455
2019-12-13,10.4458,10.4707,10.4372,10.4446
2019-12-16,10.4461,10.4579,10.4132,10.4382
2019-12-17,10.4368,10.4882,10.4354,10.4621
2019-12-18,10.4624,10.4959,10.4389,10.4759
2019-12-19,10.4758,10.4927,10.4447,10.4686
2019-12-20,10.4685,10.4772,10.4182,10.4209
2019-12-23,10.4232,10.4728,10.4146,10.4662
2019-12-24,10.4664,10.47,10.4262,10.4332
